hhPersonID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10001952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0
10002161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,8.142857142857142,1.357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10002341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0
10002422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,2.375,0.0,0.0,0.0,0.0,0.0,36.27272727272727,20.727272727272727,0.0,0.0,0.0,0.0
10003121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.83333333333333,69.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10003122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0
10003123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0
10003124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.83333333333333,69.66666666666666,0.0,0.0,0.0,0.0,34.83333333333333,69.66666666666666,0.0,0.0,0.0,0.0,0.0
10003852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,1.9000000000000001,2.85,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10005541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10005542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10006381,0.0,0.0,0.0,0.0,0.0,4.275,4.275,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10006651,0.0,0.0,0.0,0.0,0.0,38.324786324786324,57.48717948717949,16.28803418803419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,9.5,20.9,0.0,0.0,0.0,0.0
10007241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.23,0.0,0.0,28.5,0.0,28.5,5.7,0.0,0.0,0.0,0.0,0.0,0.0
10007242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,28.5,0.0,0.0,28.5,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,2.38,0.0,0.0,4.28,0.0,0.0,4.28,1.9,1.9,0.0,0.0,0.0,0.0,0.0
10009841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,4.85,0.0,0.0,0.0,8.744,2.186,0.0,0.0,0.0,0.0
10009842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,0.0,0.0,0.0
10010391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.375,7.125,0.0,0.0,0.0,0.0,0.0,28.5
10010392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.375,7.125,0.0,0.0,0.0,0.0,0.0,28.5
10010393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.6,0.0,0.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10013201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.0,0.0,0.0,0.0,0.0,0.0
10013661,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,0.0,8.08,10.45,0.0,0.0,0.0,10.45,0.0
10013662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,0.0,8.08,22.799999999999997,0.0,0.0,0.0,0.0,0.0
10014081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.85,0.0,0.0,0.0,0.0,21.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10014741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,5.7,0.0,0.0,0.0,0.0,0.0,0.0
10016231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,1.5833333333333335,1.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10016232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,3.8,0.0,0.0,0.0
10016621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,4.75,14.25,0.0,0.0,0.0
10016622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,4.75,14.25,0.0,0.0,0.0
10016781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.0,6.65,0.0,0.0,0.0,0.0
10016782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.95,9.5,5.7,0.0,0.0,0.0,0.0,6.65,0.0,6.65,0.0,0.0,0.0,0.0
10016831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10016832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10017721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,15.833333333333332,63.33333333333333,15.833333333333332,0.0,36.94444444444444,58.05555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10018521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,38.0,0.0,0.0,0.0,0.0,0.0,0.0
